id_evento;provincia;canton;parroquia;comunidad_barrio_sector;latitud;longitud;tipo_evento;causa;categoria_evento;fecha_evento;hora_del_evento;descripcion_del_evento;num_heridos;num_personas_desaparecidas;num_familias_afectadas;num_afectados_directamente;num_afectados_indirectamente;num_familias_damnificadas;num_personas_damnificadas;num_personas_evacuadas;num_personas_albergadas;num_personas_acojidas_por_familiares;num_personas_acojidas_por_otros_medios;personas_en_proceso_de_evacuacion;personas_resistidas_a_la_evacuacion;viviendas_afectadas;viviendas_destruidas;establecimientos_educativos_afectados;establecimientos_educativos_destruidos;centros_de_salud_afectados;centros_de_salud_destruidos;puentes_afectados;puentes_destruidos;bienes_publicos_afectados;bienes_publicos_destruidos;bienes_privados_afectados;bienes_privados_destruidos;vias_afectadas_m;cultivos_afectados_ha;cultivos_perdidos_ha;cobertura_vegetal_quemada_ha;animales_afectados;animales_muertos;fuente_del_evento;acciones;estado_evento;No. De personas afectadas;muertos_y_desaparecidos;num_personas_albergadas;num_personas_aph_rescate;nivel_evento;num_personas_impactadas;vias_afectadas_km
1087;Azuay;Cuenca;Molleturo;Miguir;-2,80154476;-79,2962915;Deslizamiento;Lluvias;Época Lluviosa;12/11/2014;4:00:00;"En el Sector Miguir km 56 se produce un deslizamiento de tierra y piedras en la que se ve afectada el 50% de la vía, provocando dificultades en el libre tránsito.

Al lugar acudió Comisión de Transito del Ecuador quienes han colaborado en el direccionamiento de tránsito, se ha coordinado con el Ministerio de Transporte y Obras Públicas para que se movilicen al lugar a realizar los trabajos. 

En cuanto se tenga mayor información se dará a conocer oportunamente.

No se reportan personas heridas o fallecidas.  
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;"ECU-911 Cesar Torres                                                                                            Teléfono: 0997487409                      
                    Patrulla 481 /Lorena Caiza CTE  ECU-911                                                          Teléfono:074079119
                    MTOP Ing. Leopoldo Paredes                                                                              Teléfono:0998580805
";"CTE:                                                                                                       1 Patrulleros
                                                                                                                2 Agentes
";Inicial;1;1;1;1;Nivel 1;0;0,01
1088;Azuay;Cuenca;Sucre;Av. 12 de Abril y Av. Loja;-2,9039423;-79,0147498;Hundimiento;Lluvias;Época Lluviosa;3/1/2015;15:59:00;"Debido a las intensas lluvias suscitadas el día 17 /1/2015 en la provincia del Azuay, cantón Cuenca, sector Av. 12 de abril se produjo el hundimiento del relleno del alcantarillado.

Por el hundimiento suscitado, Cuerpo de Bomberos Cuenca acude al sector, conjuntamente con personal del GAD Cantonal, ETAPA, EMOV con la finalidad de tomar las acciones respectivas, se tiene conocimiento que tres vehículos que transitaban por el sector quedaron estancados debido al hundimiento de la calzada, quienes con ayuda de transeúntes pudieron sacarlos del hundimiento.

Actualmente la vía se encuentra habilitada, retornando a su tránsito vehicular normal.

No se tiene reporte de persona heridas o fallecidas
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;"SGR-ECU-911Elizabeth Jimbo                                          Teléfono: 074079119   
Ing. Guillermo Argudo Director OOPP-GAD Cuenca                               Teléfono: 0996113417
";"Cuerpo de Bomberos Cuenca:                                              
                                                                                                                    2  Bomberos , 1 Maquinista.
                                                                                                     1 Ambulancia
ETAPA:                                                                                                       1 Inspector, 2Tecnicos Ingenieros,   
                                                                                                                     6 Obreros,  1 Camión, 
                                                                                                                      1 Mezcladora, 
                                                                                                                     1 Camión Absorbente, 
                                                                                                                     1 Retroexcavadora
                                                                                                                     2 Volquetas, 1 Contratista,
                                                                                                                    6 Maquinistas

GAD CANTONAL:                                                                                      4 Técnicos Ingenieros, 5 Obreros 
EMOV:                                                                                                        4 Patrulleros, 4 Motocicletas
                                                                                                                    12 Agentes de transito
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
1089;Azuay;Cuenca;Totoracocha;Av. González Suárez y Los Andes;-2,89538219;-78,9747787;Socavamiento;Desconocida;Natural;4/3/2015;7:36:00;"Debido a un socavamiento presentado en una vereda de la Av. González Suárez, se produce el hundimiento de un poste de luz y la caída de un semáforo del sector. Actualmente la Empresa Eléctrica conjuntamente con empresas del GAD Cantonal lleva a cabo actividades de remediación de los daños. fuga de agua

En cuanto se tenga mayor información se dará a conocer oportunamente

No se reportan personas heridas o fallecidas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Elizabeth Jimbo, ECU 911                                              Teléfono: 074079119                                       ;" EMOV                                                                             4 Patrulleros
                                                                                                        2 Motos
                                                                                                        18 Agentes de tránsito
                                                                                                        
 ETAPA                                                                            1 Camioneta
                                                                                                        1 Camión
                                                                                                        2 Retroexcavadora
                                                                                                        1 Mini Cargadora
                                                                                                        3 Operarios
                                                                                                        8 Obreros
                                                                                                        3 Técnicos
 EMPRESA ELECTRICA                                                  1 Camioneta
                                                                                                        1 Grúa
                                                                                                        6 Obreros
                                                                                                        2 Técnicos
                                                                                       2 Choferes
";Inicial;1;1;1;1;Nivel 1;0;0,00
1090;Azuay;Cuenca;Chaucha;Iberia;-2,93611262;-79,3911066;Deslizamiento;Desconocida;Natural;19/3/2015;1:00:00;De acuerdo a información proporcionada por  GAD Parroquial Chaucha se informa que en horas de la madrugada del día jueves 19 de marzo del 2015 se suscitó un deslizamiento en una vía de segundo orden en el sector la iberia producto del cual la vía se encuentra totalmente inhabilitada al momento se realiza limpieza con pobladores del sector, se coordina ayuda con consejo provincial del Azuay quienes informan que enviaran maquinara la misma que esta arribando el día de mañana debido a la distancia del sector. En cuanto se tenga mayor información se dará a conocer oportunamente. No se reportan personas heridas o fallecidas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;GAD Parroquial Chaucha Sra. Claudia Ruilova                  Teléfono: 074046875;Gobierno Autónomo Descentralizo de la Parroquia Chaucha;Inicial;1;1;1;1;Nivel 1;0;0,05
1091;Azuay;Cuenca;Chaucha;Vía Cuenca-Soldados-Chaucha;-2,96724409;-79,4086737;Deslizamiento;Lluvias;Época Lluviosa;20/3/2015;19:00:00;De acuerdo a información proporcionada por GAD Parroquial Chaucha-Claudia Ruilova, indica que el día viernes 20 marzo, debido a las lluvias se produjo un deslizamiento en la vía de segundo orden Cuenca-Soldados-Chaucha, habilitado un carril solo para vehículos de doble tracción. EL área de afectación es de 50 metros. Al momento se encuentra trabajando maquinaria del GAD-PARROQUIAL conjuntamente con comuneros del sector. Se coordina con GAD-Provincial  para que se pueda realizar los trabajos necesarios. Se informa que este evento no causó daños a viviendas.  En cuanto se tenga mayor información se dará a conocer oportunamente. No se reportan personas heridas o fallecidas.  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;GAD Parroquial Chaucha Sra. Claudia Ruilova                  Teléfono: 074046875;Gobierno Autónomo Descentralizo de la Parroquia Chaucha;Inicial;1;1;1;1;Nivel 1;0;0,05
1092;Azuay;Cuenca;Chaucha;Vía Cuenca-Soldados-Chaucha;-2,91998501;-79,3377882;Deslizamiento;Lluvias;Época Lluviosa;24/3/2015;3:00:00;"De acuerdo a información proporcionada por GAD Parroquial Chaucha-Sr. Rodrigo Cortez, indica que en la madrugada del martes 24 de marzo debido a las lluvias, se produjeron dos deslizamientos en una vía de segundo orden Cuenca-Soldados-Chaucha, producto del mismo se encuentra obstaculizada media vía.

Al momento GAD Provincial y GAD Parroquial se encuentran realizando inspecciones y trabajos de limpieza en la vía.
 
No se reportan personas heridas o fallecidas.  
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;GAD-Parroquial Chaucha Sr. Rodrigo Cortez                     Teléfono: 074046875 ;"Con fecha 24-25-26 de marzo se movilizan los siguientes recursos 

• GAD Provincial Azuay                                                                                  1 Excavadora.
                                                                                                                         1 Tractor.
                                                                                                                         1 Volqueta
                                                                                                                         1 Técnico
                                                                                                                         3  Maquinistas
• GAD Parroquial  Chaucha                                                                           1 Técnico    
";Inicial;1;1;1;1;Nivel 1;0;0,02
1093;Azuay;Cuenca;San Joaquín;Lliguiña;-2,89112245;-79,2413191;Deslizamiento;Lluvias;Época Lluviosa;1/4/2015;19:00:00;"De acuerdo a la información proporcionada  por el Teniente Político de San Joaquín, se conoce  que en horas de la mañana debido a las lluvias registradas, se suscitó un deslizamiento, el mismo que afecto a 1 vivienda, donde habitaba una familia, la misma se encuentra  albergada con una familia acogiente, al momento  desconoce la información de la familia acogiente.

En cuanto se tenga mayor información se dará a conocer oportunamente.
No se reportan personas heridas o fallecidas.  
";0;0;1;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Teniente Político de San Joaquín  - Pedro Padilla                     Teléfono: 0993337093     ;"• Bomberos Cuenca                                               1 Vehículo de Rescate.
                                                                                3 Bomberos.



• Ministerio del Interior                                       1 Teniente Político.";Inicial;1;1;1;1;Nivel 1;18;0,00
1094;Azuay;Cuenca;Molleturo;km. 89 y 90 +100 vía Cuenca Molleturo;-2,79259902;-79,3580179;Deslizamiento;Lluvias;Época Lluviosa;16/4/2015;23:00:00;"Se produjo un deslizamiento en el km 89 y 90 +100 de vía Cuenca Molleturo, debido a las intensas precipitaciones caídas en la zona producto de esto se afectó 50 metros de vía con material pétreo y lodo, de acuerdo a la información proporcionada por el Ing. Galo Plaza quien tiene la jurisdicción  de dicha vía informa que la noche ayer se realizó labores de limpieza dejando la vía se totalmente habilitada.

No se reportan personas heridas o fallecidas.  
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;Fuente: Ing. Galo Plaza – MTOP                                                      Teléfono: 0994614367    ;"Con fecha 16-04-2015 se movilizan los siguientes recursos.

 MTOP                                                                                                                     1 Cargadora.
                                                                                                                                                1 Operarios.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,05
1095;Azuay;Cuenca;San Joaquín;Tenis y Golf Club  ;-2,89640341;-79,0669234;Aluvión (Flujos);Lluvias;Época Lluviosa;21/4/2015;18:14:00;"Debido a un aluvión que se originó en la parte alta de las montañas, se produjo el incremento del caudal del río Yanuncay lo que provocó que la señora Rosa Deleg de 86 años de edad  sea arrastrada por la corriente, cuerpo de bomberos se movilizo al punto con el fin de dar con el cuerpo de la víctima sin resultados positivos, el día de mañana se reanudaran labores de búsqueda con el fin de dar con el cuerpo de la víctima.
En cuanto se tenga mayor información se estará informado oportunamente.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ECU 911 SGR Cesar Torres                                           Teléfono: 0997487409;"Policía Nacional:                                                            5 Policías 
                                                                                        1 Patrullero

Cuerpo de Bomberos:                                                13 Bomberos 
                                                                                      1 Vehículo de Rescate 
                                                                                      1 Camioneta      
";Inicial;1;1;1;1;Nivel 1;0;0,00
1096;Azuay;Cuenca;Molleturo;km. 88 y 96 vía Cuenca Molleturo;-2,82088111;-79,2950195;Deslizamiento;Desconocida;Natural;13/5/2015;5:31:00;"Se produjo un deslizamiento en el km 88 y 96 de vía Cuenca Molleturo,  producto de esto se afectó medio carril en ambos kilómetros con material pétreo, de acuerdo a la información proporcionada por el Ing. Boris Palacios de la MTOP, luego de trabajos realizados en la vía se encuentra expedita en su totalidad.

No se reportan personas heridas o fallecidas.  
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;"SGR-ECU-911 Dra. Enoe Padilla                                             Teléfono: 07 (4079119)
              MTOP- Ing. Boris Palacios                                                       Teléfono: 0995246696
";" MTOP (Ministerio de Transporte y Obras Publicas)                                    2  Pala Cargadora
                                                                                                                                                1 Mini Cargadora.
                                                                                                                                2 Volquetas.
                                                                                                                                3 Maquinistas
                                                                                                                                2 Chofer 
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,03
1097;Azuay;Cuenca;Molleturo;km. 88 vía Cuenca Molleturo;-2,79259902;-79,3580179;Deslizamiento;Lluvias;Época Lluviosa;16/5/2015;8:07:00;"
Debido a las intensas precipitaciones en la zona, se produjo un deslizamiento en la  vía Cuenca- Molleturo km 88, producto de esto se afectó 15 metros de vía con tierra y piedras, de acuerdo a la información proporcionada por el Ing. Galo Plaza quien tiene la jurisdicción  de dicha vía, además informa que personal de MTOP se encuentra realizando la limpieza.

En cuanto se tenga mayor información se dará a conocer oportunamente.
No se reportan personas heridas o fallecidas.  
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;Fuente: Ing. Galo Plaza – MTOP                                                      Teléfono: 0994614367    ;" MTOP                                                                                                                     1 Pala Cargadora.
                                                                                                                                                1 volqueta
                                                                                                                                                1 Operarios.
                                                                                                                                1 maquinista
                                                                                                                                1 chofer
";Inicial;1;1;1;1;Nivel 1;0;0,02
1098;Azuay;Cuenca;Molleturo;km. 88 vía Cuenca Molleturo;-2,79259902;-79,3580179;Deslizamiento;Lluvias;Época Lluviosa;17/5/2015;15:51:00;"Debido a las intensas precipitaciones en la zona, en horas de la tarde se produjo nuevamente un deslizamiento en la  vía Cuenca- Molleturo km 88, producto de esto se afectó 30 metros de vía con tierra y piedras, de acuerdo a la información proporcionada por el Ing. Galo Plaza quien tiene la jurisdicción  de dicha vía,  informa que personal de MTOP se encuentra realizando trabajos de limpieza. 
Adicional a esto indica que debido a los constantes deslizamiento en este kilometro en especial, se ha creado en la misma zona un paso alterno fuera de la carretera para el tránsito vehicular.

En cuanto se tenga mayor información se dará a conocer oportunamente.

No se reportan personas heridas o fallecidas.  
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Ing. Galo Plaza – MTOP                                                      ;" MTOP                                                                                                                     2 Pala Cargadora.                                                                                                                                          1 volqueta                                                                                                                                          1 Operarios.                                                                                                                        2 maquinista                                                                                                                    1 chofer
";Inicial;1;1;1;1;Nivel 1;0;0,03
1099;Azuay;Cuenca;Molleturo;km. 25 vía Cuenca Molleturo;-2,79259902;-79,3580179;Deslizamiento;Desconocida;Natural;28/5/2015;15:51:00;"Se suscitó un deslizamiento en el Km 25 en la vía Cuenca Molleturo Naranjal afectando 3 mts de vía, al lugar se movilizo personal del Ministerio de Transporte y Obras Publicas quienes realizaron la limpieza dejando la vía totalmente habilitada

No se reportan personas heridas o fallecidas.  
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;Ing. Galo Plaza – MTOP                                                      ;" MTOP                                                                                                                     1 Pala Cargadora.
                                                                                                                                                1 volqueta
                                                                                                                                                2 Operarios.
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,00
1100;Azuay;Cuenca;Molleturo;km. 33 vía Cuenca Molleturo;-2,66510014;-79,307236;Deslizamiento;Lluvias;Natural;16/10/2015;7:30:00;"Se suscitó un deslizamiento de tierra y piedras en el Km 33 en la vía Cuenca Molleturo Naranjal afectando 3 mts de vía, al lugar se movilizó personal del Ministerio de Transporte y Obras Públicas quienes realizaron la limpieza, pero al existir rocas bastantes grandes necesitan el apoyo de maquinaria pesada.
En cuanto se tenga mayor información se estará dando a conocer.
No se reportan personas heridas o fallecidas.  
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;Ing. Galo Plaza – MTOP                                                      Teléfono: 0994614367    ;" MTOP                                                                                                                   1 Camioneta
                                                                                                                                              7 Obreros
";Inicial;1;1;1;1;Nivel 1;0;0,00
1101;Azuay;Cuenca;Cumbe; Zhucay;-3,09126798;-79,0118554;Deslizamiento;Lluvias;Época Lluviosa;16/11/2015;6:22:00;"Se produjo un deslizamiento en la vía Cuenca-Cumbe km. 4 sector  Zhucay, producto de esto se afectó aproximadamente 3 mts de uno de los dos carriles existentes con piedras y tierra, personal de MTOP realizó labores de limpieza dejando la vía  totalmente habilitada.
No se reportan personas heridas o fallecidas.  
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;Consola SGR-ECU 911-Belén Iñiguez                         Teléfono: 07 4079119;"Respuesta:


 MTOP                                                                                                                     1 Camioneta.
                                         1 Chofer
                                                                                                                                                4 Obreros. 
                                                                                                                                            

 CTE                                                                                                                         1 Patrullero.
                                                                                                                                                2 Agentes                                                                                                                                               
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,00
1102;Azuay;Cuenca;Molleturo;Hierba Buena Km 63;-2,71750891;-79,3972083;Deslizamiento;Lluvias;Época Lluviosa;15/1/2016;4:36:00;Se suscitó un deslizamiento el km 63 de la vía Cuenca – Molleturo, el mismo que indican esta obstaculizando toda la vía, personal de MTOP se dirigen al punto a realizar la limpieza, al momento informan la vía se encuentra totalmente habilitada. No se tiene reporte de personas heridas ni fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;Belén Iñiguez – SGR- ECU911 Teléfono: 074079119; MTOP: 1 Volqueta. 1 Pala Mecánica. 2 Operarios. CTE 2 Agentes. 1 Patrulleros ;Inicial/Cierre;1;1;1;1;Nivel 1;0;0,02
1103;Azuay;Cuenca;Molleturo;Hierba Buena km 71;-2,75502172;-79,4095575;Deslizamiento;Lluvias;Época Lluviosa;4/2/2016;11:36:00; Se suscitó un deslizamiento el km 71 de la vía Cuenca – Molleturo, el mismo que indican está obstaculizando tres metros de vía, al lugar se movilizó maquinaria del Ministerio de Transporte y Obras Públicas, para realizar labores de limpieza dejando la vía totalmente habilitada. No se tiene reporte de personas heridas ni fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;MTOP Sr. Galo Plaza Teléfono: 0994614367; MTOP: 1 Volqueta. 1 Pala Cargadora. 2 Operarios. ;Inicial/Cierre;1;1;1;1;Nivel 1;0;0,00
1104;Azuay;Cuenca;Chaucha;La Iberia;-2,95785001;-79,3289439;Deslizamiento;Lluvias;Época Lluviosa;8/2/2016;21:00:00;"Mediante comunicación vía telefónica con la Lcda. Sonia Ruilova; Presidenta de la Junta Parroquial de Chauca informa que debido a las precipitaciones registradas, el día lunes 08/02/2016 en horas de la noche se suscitó un deslizamiento que afectó en su totalidad la vía San Carlos (vía de tercer orden), la cual conduce desde el sector Iberia a la entrada a Balao. De la misma manera informa que se dio parte a personal de la Prefectura del Azuay, los mismos se movilizarán al sector para realizar la inspección y determinar la maquinaria necesaria para realizar la limpieza de la vía afectada. No se reportan afectaciones a personas ni viviendas. ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;Lcda. Sonia Ruilova – Presidenta de la Junta Parroquial Chauca Teléfono: 0989506597; No se movilizan recursos. ;Inicial;1;1;1;1;Nivel 1;0;0,04
1105;Azuay;Cuenca;Molleturo;km. 25 + 100 San Pedro de Yumate;-2,76658043;-79,396906;Deslizamiento;Lluvias;Época Lluviosa;9/2/2016;10:28:00;Se suscitó un deslizamiento de piedras y lodo en el Km 25 + 100 en la vía Cuenca- Molleturo sector San Pedro de Yumate el mismo afecta 9 metros de vía, al lugar se movilizó personal de CTE para colaborar con el tráfico y personal del MTOP quienes realizaron labores de limpieza dejando la vía totalmente habilitada. No se reportan personas heridas o fallecidas. ;0;0;1;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;Belén Iñiguez – SGR- ECU911 ;ü MTOP 1 Pala Cargadora. 1 volqueta 2 Operarios. ü CTE 2 Patrullas. 4 Agentes ;Inicial/Cierre;1;1;1;1;Nivel 1;7;0,01
1106;Azuay;Cuenca;Molleturo;km. 90;-2,76654428;-79,396924;Deslizamiento;Lluvias;Época Lluviosa;9/2/2016;10:28:00;Se suscitó un deslizamiento de piedras Km 90 en la vía Cuenca- Molleturo, el mismo que está obstaculizando toda la vía, personal de CTE se encuentra en el punto y colaboran con limpieza habilitando 2 de los 4 carriles, al momento maquinaria de MTOP se dirige al punto para retirar las piedras más grandes. Al tener más información se la dará a conocer oportunamente. No se reportan personas heridas o fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;Belén Iñiguez – SGR- ECU911 ;ü MTOP 1 Pala Cargadora. 1 volqueta 2 Operarios. ü CTE 1 Patrullas. 2 Agentes ;Inicial;1;1;1;1;Nivel 1;0;0,02
1107;Azuay;Cuenca;Molleturo;Hierba Buena km 97;-2,71750891;-79,3972083;Deslizamiento;Lluvias;Época Lluviosa;13/2/2016;11:36:00; Se suscitó un deslizamiento el km 97 de la vía Cuenca – Molleturo, el mismo que indican está obstaculizando tres metros de vía, al lugar se movilizó maquinaria del Ministerio de Transporte y Obras Públicas, para realizar labores de limpieza dejando la vía totalmente habilitada. No se tiene reporte de personas heridas ni fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;MTOP Sr. Galo Plaza Teléfono: 0994614367; MTOP: 1 Volqueta. 1 Pala Cargadora. 2 Operarios. ;Inicial/Cierre;1;1;1;1;Nivel 1;0;0,00
1108;Azuay;Cuenca;Molleturo;Hierba Buena km 97;-2,71750891;-79,3972083;Deslizamiento;Lluvias;Época Lluviosa;14/2/2016;12:39:00; A causa de las lluvias, se suscitó un deslizamiento en el km 97 de la vía Cuenca – Molleturo, el mismo que está obstaculizando la vía en su totalidad, al lugar se movilizó maquinaria del Ministerio de Transporte y Obras Públicas, para realizar las labores de limpieza. Al momento la maquinaria se retira del sitio, se logró habilitar 2 carriles de la vía ya que se requiere de una volqueta para habilitar por completo la circulación. La maquinaria necesaria asistirá el día de mañana a primera hora para retirar el material. Personal de la Comisión de Tránsito del Ecuador dará cobertura del incidente en la noche hasta habilitar por completo la vía. No se tiene reporte de personas heridas ni fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;MTOP-Ing. Galo Plaza Teléfono: 0994614367 Supervisor ECU-911-Miguel Seminario Teléfono: 074079119 ; MTOP: 2 Pala Cargadora. 2 Operarios. 2 maquinistas ;Inicial;1;1;1;1;Nivel 1;0;0,02
1109;Azuay;Cuenca;Molleturo;Hierba Buena km 97;-2,71750891;-79,3972083;Deslizamiento;Lluvias;Época Lluviosa;17/2/2016;18:00:00;A causa de las lluvias, se suscitó un deslizamiento el km 97 de la vía Cuenca – Molleturo, el mismo que indican está obstaculizando toda la vía, al lugar se movilizó maquinaria del Ministerio de Transporte y Obras Públicas, para realizar labores de limpieza, al momento se encuentran trabajando en el punto. No se tiene reporte de personas heridas ni fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;0;0;0;0;MTOP-Ing. Galo Plaza Teléfono: 0994614367 Supervisor ECU-911-Felipe Sarmiento Teléfono: 074079119 ;MTOP: 1 Pala Cargadora. 2 Operarios. 1 Volqueta. CTE: 1 Camioneta 2 Agentes ;Inicial;1;1;1;1;Nivel 1;0;0,12
1110;Azuay;Cuenca;Molleturo;Vía Cuenca-Molleturo km 88;-2,79067568;-79,357372;Deslizamiento;Lluvias;Época Lluviosa;25/2/2016;16:14:00;A causa de las lluvias, se suscitó un deslizamiento de tierra y piedras en el km 88 de la vía Cuenca – Molleturo, el mismo que indican está obstaculizando un carril de la vía, en el lugar trabajó maquinaria del Ministerio de Transporte y Obras Públicas realizando labores de limpieza. Al momento habilitada en su totalidad No se tiene reporte de personas heridas ni fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;MTOP-Ing. Galo Plaza Teléfono: 0994614367;MTOP: 1 Pala Cargadora. 2 Operarios. 1 maquinistas;Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
1111;Azuay;Cuenca;Molleturo;Vía Cuenca-Molleturo km 89, 91,93 y 97;-2,69058013;-79,4754727;Deslizamiento;Lluvias;Época Lluviosa;29/2/2016;9:22:00; A causa de las lluvias, se suscitó un deslizamiento de piedras de magnitud en el km 89, 91, 93 y 97 de la vía Cuenca – Molleturo, el mismo que indican está obstaculizando un carril de la vía en los kilómetros antes mencionados, se coordina con personal de MTOP para realizar labores de limpieza. CTE se encuentra en el punto colaborando con el tránsito vehicular No se tiene reporte de personas heridas ni fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;Consola SGR-ECU-911-Belen Iñiguez Teléfono: 04079119; CTE: 1 Camioneta. 2 agentes ;Inicial;1;1;1;1;Nivel 1;0;0,01
1112;Azuay;Cuenca;Molleturo;Hierba Buena km 91-88;-2,75501448;-79,4095539;Deslizamiento;Lluvias;Época Lluviosa;6/3/2016;8:30:00;Se suscitó un deslizamiento el km 91-88 de la vía Cuenca – Molleturo, el mismo que inhabilito la vía por completo al lugar se movilizó maquinaria del Ministerio de Transporte y Obras Públicas, para realizar labores de limpieza dejando la vía totalmente habilitada. No se tiene reporte de personas heridas ni fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;MTOP Sr. Galo Plaza Teléfono: 0994614367; MTOP: 2 Volqueta. 2 Pala Cargadora. 2 Operarios.;Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
1113;Azuay;Cuenca;Molleturo;Km92,5;-2,80440255;-79,3347923;Socavamiento;Lluvias;Época Lluviosa;9/3/2016;16:00:00;Debido a las lluvias suscitadas se produjo un socavamiento en el km 92.5 de la vía Cuenca Molleturo Naranjal producto de esto se ha afectado un carril, donde se presenta cuarteaduras y elevaciones en la mesa de la vía, con el fin de precautelar la integridad de los conductores se ha decidido inhabilitar un aparte de la vía, así como restringir el paso de vehículos pesados excepto buses, en el lugar se encuentra personal de Comisión de tránsito brindado información a los conductores. No se tiene reporte de personas heridas ni fallecidas. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;ECU 911-Supervisor Damián Toledo Teléfono: 04079119 Consola SGR-ECU-911-Belen Iñiguez Teléfono: 04079119 ;Comisión de transito brindado información a los conductores.;Inicial;1;1;1;1;Nivel 1;0;0,02
1114;Azuay;Cuenca;Chaucha;La Iberia;-2,95784539;-79,3289411;Deslizamiento;Lluvias;Época Lluviosa;9/3/2016;18:00:00;Debido a las últimas precipitaciones registradas, en la provincia se produjo un deslizamiento en la vía Chaucha La Iberia, al ser una vía de segundo orden el día de mañana se movilizara maquinaria de la Prefectura del Azuay, con el fin de realizar labores de limpieza en el sector. En cuanto se tenga mayor información se dará a conocer oportunamente No se reportan afectaciones a personas ni viviendas ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;Lcda. Sonia Ruilova – Presidenta de la Junta Parroquial Chaucha Teléfono: 0989506597;el día de mañana se movilizara maquinaria de la Prefectura del Azuay, con el fin de realizar labores de limpieza en el sector.;Inicial;1;1;1;1;Nivel 1;0;0,10
